year,DHB,Earthquake-magnitude_max,Earthquake-magnitude_mean,Earthquake-depth_max,Earthquake-depth_mean,Earthquake-counts
2011,Bay of Plenty,4.621,2.4500717628705146,291.5071,63.782209672386905,641
2011,Canterbury,6.2,2.7198060626937655,66.4118,6.929218859800218,5806
2011,Capital & Coast,3.683,2.341083333333333,66.6043,35.44518333333333,36
2011,Counties Manukau,1.863,1.7433333333333334,12,7.333333333333333,3
2011,Hawke's Bay,4.7,2.330023872679045,84.6655,35.906967374005305,1508
2011,Hutt Valley,4,2.157662721893491,51.7901,27.061258579881656,169
2011,Lakes,5.6,2.289090464547677,251.8644,53.84012102689487,1227
2011,MidCentral,4.154,2.2535151515151517,77.1021,32.05199154040404,792
2011,Nelson Marlborough,4.409,1.9382765667574933,226.0831,66.45331920980927,734
2011,South Canterbury,4.042,2.6087857142857143,23.2991,6.609338095238096,42
2011,Southern,4.6,2.6317179300291547,145.884,48.78901975218661,1372
2011,Tairawhiti,4.8,2.3900736278447123,71.8221,29.159430120481925,747
2011,Taranaki,5.2,2.3238577319587628,261.9961,55.120209278350515,485
2011,Waikato,5.104,2.633870065789474,301.6331,95.80780065789473,608
2011,Wairarapa,3.772,2.1656287519747237,48.2297,24.556880726698264,633
2011,Waitemata,2.095,2.095,2,2,1
2011,West Coast,4.1,2.4671272015655576,224.5389,21.40305107632094,511
2011,Whanganui,4.143,2.1234957983193277,225.1553,32.37906036414566,714
2011,Auckland,0,0,0,0,0
2011,Northland,0,0,0,0,0
2012,Bay of Plenty,4.813628232,2.42752764531875,319.53125,118.59292179616249,160
2012,Canterbury,4.907542424,2.598997260460768,56.2109375,9.817689758602667,599
2012,Capital & Coast,3.130778823,2.0061691440909093,60.4296875,27.314150703181816,11
2012,Counties Manukau,1.961962637,1.961962637,14.31640625,14.31640625,1
2012,Hawke's Bay,4.45655714,2.3342911403849556,71.6796875,31.863995429867252,226
2012,Hutt Valley,3.324899357,2.0853961993076924,28.99785995,23.378583980961537,26
2012,Lakes,5.470350849,2.121028297433071,231.40625,74.89559095425,508
2012,MidCentral,5.010877371,2.2126099154948453,76.1328125,32.32067878072165,97
2012,Nelson Marlborough,4.680332164,2.6540583528827586,227.65625,73.25190936757932,145
2012,South Canterbury,3.156733347,2.6470403277,29.140625,10.421125,10
2012,Southern,5.208249266,2.853242073757062,143.046875,52.05920243793784,354
2012,Tairawhiti,4.666056744,2.530320763582609,80.1171875,29.87693279106956,115
2012,Taranaki,3.969589952,2.501713469166667,274.53125,113.77489666814814,108
2012,Waikato,5.597340944,1.9521316582204726,570.0188802,102.8356141273622,381
2012,Wairarapa,4.547983875,2.176156726425926,36.0546875,23.381008673703704,54
2012,Waitemata,0,0,0,0,0
2012,West Coast,5.438059973,2.843144189512,227.890625,37.021778228656004,125
2012,Whanganui,4.048238081,1.89159926825,162.03125,29.39929883761058,208
2012,Auckland,2.041829701,1.819674789,8.3984375,7.578125,2
2012,Northland,0,0,0,0,0
2013,Bay of Plenty,4.132045213,2.219413362934498,311.09375,86.64320858763756,229
2013,Canterbury,4.715072519,2.518027044489888,58.90625,9.481734520370786,445
2013,Capital & Coast,3.438095506,1.9975571756000001,60.546875,25.943359375,15
2013,Counties Manukau,1.449434595,1.275826558857143,9.74609375,7.008928571428571,7
2013,Hawke's Bay,4.942361323,2.456097724453202,66.9921875,29.834384223448275,203
2013,Hutt Valley,3.317765243,1.9808351712,31.07421875,23.467539850666668,15
2013,Lakes,4.175643531,2.1102283070603014,206.5625,74.58875565495312,597
2013,MidCentral,4.247215424,2.3395320656626506,65.1171875,29.775262924698794,83
2013,Nelson Marlborough,6.468769,2.7766770114894515,233.515625,27.9820195374135,711
2013,South Canterbury,4.16928101,2.664731465857143,21.7578125,6.009404761904762,21
2013,Southern,5.075652101,2.877469980627604,131.328125,43.44515800049479,384
2013,Tairawhiti,4.050103736,2.4934805001984732,74.2578125,26.56408032357252,131
2013,Taranaki,4.236140623,2.4937487158092106,280.625,118.67721277217105,152
2013,Waikato,4.31533809,2.0544333481572163,308.28125,106.67334835929125,388
2013,Wairarapa,4.321603623,2.0050778841864405,36.9921875,22.807756003559323,59
2013,Waitemata,1.477168239,1.477168239,5.41015625,5.41015625,1
2013,West Coast,4.622317632,2.699921213,263.28125,36.52740515455999,150
2013,Whanganui,4.538098521,1.715174331205575,236.3244476,30.02658378785715,287
2013,Auckland,3.992775777,1.988844475,9.5703125,7.335379464285714,7
2013,Northland,0,0,0,0,0
2014,Bay of Plenty,4.708192276,2.555829901265306,340.625,108.6810970784762,147
2014,Canterbury,4.503853721,2.7958834776185566,57.265625,12.73729837317526,194
2014,Capital & Coast,3.0171315,2.601037843,35.996094,24.017857214285716,7
2014,Counties Manukau,1.504483963,1.504483963,7.138671875,7.138671875,1
2014,Hawke's Bay,5.2433927,2.762713021123457,77.070312,25.942060333518516,162
2014,Hutt Valley,3.231624721,1.9122319571428572,35.64453125,21.46753557,7
2014,Lakes,5.082498274,2.0508612951838385,231.40625,54.80420257371716,495
2014,MidCentral,6.2297616,2.906194930347267,74.609375,29.225167970257232,311
2014,Nelson Marlborough,4.2581028,2.7780710867291667,237.03125,53.85842168333334,192
2014,South Canterbury,3.70869718,2.8114999217,15.078125,8.897751915,10
2014,Southern,5.119367896,3.0589569857388317,148.671875,51.65229083755327,291
2014,Tairawhiti,4.91795478,2.714739092222222,69.86328125,26.578552901481483,54
2014,Taranaki,3.8633515,2.6136761936239314,299.375,132.40685380553845,117
2014,Waikato,4.169532868,2.2329705483125,299.84375,117.29632791183984,256
2014,Wairarapa,4.2066348,2.495184168357143,33.886951,22.918186375,28
2014,Waitemata,2.4584246,2.4584246,5.055,5.055,1
2014,West Coast,4.465224926,2.8719005642857143,233.046875,37.93283494407143,140
2014,Whanganui,5.130131,1.6965543905497835,151.71875,23.484612881346322,231
2014,Auckland,1.2127046,1.2127046,6.9335938,6.9335938,1
2014,Northland,0,0,0,0,0
2015,Bay of Plenty,4.257195985,2.267679083735931,285.0637207,64.07084551073592,231
2015,Canterbury,5.951265019,2.8169158432903227,64.8828125,10.806970354308245,279
2015,Capital & Coast,2.96281254,2.2557138146666667,49.8828125,25.575623511666667,6
2015,Counties Manukau,0,0,0,0,0
2015,Hawke's Bay,3.984224477,2.350192307346847,130.625,29.949333607477477,222
2015,Hutt Valley,4.427744578,2.9433330902000003,28.73046875,21.360778808,5
2015,Lakes,5.050475972,1.7993480991454163,292.8125,31.62125641234039,949
2015,MidCentral,5.691131913,2.645514075601266,56.9140625,25.6150404321519,158
2015,Nelson Marlborough,6.233120551,2.7688698609521913,208.671875,51.3962627814502,251
2015,South Canterbury,3.044959772,2.669157524818182,16.8359375,8.034819451272726,11
2015,Southern,5.792173636,3.1041960651309193,137.7760468,35.46949196954039,359
2015,Tairawhiti,4.561714648,2.5499109993227274,323.75,22.81207284052727,220
2015,Taranaki,4.848793905,2.3318972240478724,258.359375,61.6638697242234,188
2015,Waikato,4.594551177,1.5482966490689103,337.34375,37.92715997376441,624
2015,Wairarapa,4.104465925,2.4136439812352943,28.671875,20.869487930882354,34
2015,Waitemata,0,0,0,0,0
2015,West Coast,4.673396129,2.863830233711111,328.4391785,36.658104586674064,135
2015,Whanganui,5.38128347,1.5401386064534162,228.59375,23.785592234023298,644
2015,Auckland,2.171264191,2.171264191,7.2265625,7.2265625,1
2015,Northland,0,0,0,0,0
2016,Bay of Plenty,5.150903367,2.2746183254675323,291.5488586,60.85030378449026,308
2016,Canterbury,7.820379733,3.183094150843137,45.078125,7.8454127676269465,2040
2016,Capital & Coast,3.646500157,2.7611090895,54.921875,34.2744288425,4
2016,Counties Manukau,1.627838296,1.2629706538,9.921875,7.859375,5
2016,Hawke's Bay,4.484019495,2.2682526896815145,59.34994888,26.60994690935635,449
2016,Hutt Valley,3.248791557,2.1502319937142857,34.50414658,22.460126877142855,7
2016,Lakes,4.341500896,1.7947828691654601,196.8748474,29.221142870977214,967
2016,MidCentral,5.006147619,2.347828240411765,52.109375,24.521826449867646,136
2016,Nelson Marlborough,6.024824998,3.021576015473224,448.2393494,24.287502020466697,915
2016,South Canterbury,3.514711921,2.6407113445,33,7.2540664674999995,16
2016,Southern,4.766784592,2.934366267661342,139.0215149,39.24963180884345,313
2016,Tairawhiti,4.917122044,2.39730381976,61.10550308,24.873238334515555,225
2016,Taranaki,4.043590598,2.3042270938502996,235.5924072,77.78522977901198,167
2016,Waikato,4.315441444,1.4852399331587032,264.0572205,44.24174619969451,586
2016,Wairarapa,5.203406451,2.5503541785813955,30.078125,20.310326138174418,86
2016,Waitemata,0,0,0,0,0
2016,West Coast,4.364921398,2.7171516250925927,209.4265289,29.832073689938266,162
2016,Whanganui,3.957492823,1.4453916715009312,135.5997009,20.199366596266294,537
2016,Auckland,0,0,0,0,0
2016,Northland,2.215852952,2.215852952,5,5,1
2017,Bay of Plenty,4.40783507,2.2294776157689653,270.3996277,81.84850668060689,290
2017,Canterbury,5.588790533,2.5652717351429466,56.5625,8.268124411220686,1595
2017,Capital & Coast,3.773942638,2.60562762,56.21528244,32.054801581875,16
2017,Counties Manukau,2.239294173,2.050304772,7.109375,6.0546875,2
2017,Hawke's Bay,4.557841734,2.5136600524935067,67.88918304,26.06096352335065,231
2017,Hutt Valley,4.166635686,2.4305442432857145,46.56004333,17.043619002892857,28
2017,Lakes,4.616697855,1.5882200312616823,259.0144348,27.915534910707116,1926
2017,MidCentral,4.556120234,2.313020852866197,58.57513428,22.81027601823944,142
2017,Nelson Marlborough,5.414742933,2.518135976640986,202.2765198,28.05726089859014,649
2017,South Canterbury,4.317361242,3.049779585727273,5,4.979341983818181,11
2017,Southern,4.764268884,2.703790717331476,138.8916931,36.672689593039,359
2017,Tairawhiti,5.085159886,2.4129165020576924,61.953125,25.009979523410255,156
2017,Taranaki,4.871817166,2.32566735816318,244.4445038,84.20674147359833,239
2017,Waikato,4.696435258,1.6567404414263323,300.9916382,69.6096991792743,638
2017,Wairarapa,4.40053856,2.3227146302972974,28.4719944,18.339399659824323,74
2017,Waitemata,0,0,0,0,0
2017,West Coast,4.614535876,2.4251077477383176,207.3914337,38.312244016420564,214
2017,Whanganui,4.124132002,1.371249970229452,139.9165497,20.14051242869863,584
2017,Auckland,0,0,0,0,0
2017,Northland,2.081515145,2.081515145,7.041898251,7.041898251,1
2018,Bay of Plenty,4.666562486,2.332484217030928,278.8783875,56.84477656830928,194
2018,Canterbury,4.712806441,2.5752673892199662,45.98843002,10.208493841945854,591
2018,Capital & Coast,3.025527325,2.3052797016428572,29.67586136,22.959871089285713,14
2018,Counties Manukau,1.222679588,1.222679588,4.9047880170000004,4.9047880170000004,1
2018,Hawke's Bay,5.156706293,2.3446026387483445,198.5851288,25.632176128937086,302
2018,Hutt Valley,3.139579126,2.2301375191,26.11523056,15.5181169512,10
2018,Lakes,4.633148436,1.698977140996287,263.75,40.290620840740054,808
2018,MidCentral,4.454102712,2.152292603414013,53.44438553,25.32586244091083,157
2018,Nelson Marlborough,5.210893459,2.600175767649123,205.4693298,41.47456522439298,285
2018,South Canterbury,4.109620243,2.53136525575,81.875,9.588500291125,16
2018,Southern,4.58867646,2.85384041202973,133.1798248,37.91043215479459,370
2018,Tairawhiti,3.911618625,2.40455340821875,57.77004623,26.857149407578124,128
2018,Taranaki,4.502159448,2.2839169543254436,235.5947723,90.77047840410651,169
2018,Waikato,6.157347539,1.6786499296693989,314.8878784,79.450292928041,366
2018,Wairarapa,4.026157178,1.9789954789516129,32.77762985,18.805409154274194,62
2018,Waitemata,0,0,0,0,0
2018,West Coast,4.726174727,2.5920100232402596,196.7685394,25.152553642441553,154
2018,Whanganui,4.888147185,1.361790515285968,142.5773773,20.622469409937842,563
2018,Auckland,0,0,0,0,0
2018,Northland,2.524892183,2.524892183,5,5,1
2019,Bay of Plenty,5.282344604,2.0806255119836554,275.6353455,66.75565148414115,673
2019,Canterbury,4.614156613,2.195858875502062,38.57376862,6.667211106432989,970
2019,Capital & Coast,4.02766774,1.7710086102328768,52.00080109,25.867661064534246,73
2019,Counties Manukau,1.467686444,1.3008954990000001,16.48660851,10.461553099,2
2019,Hawke's Bay,4.17814057,1.785172970405209,67.39519501,27.276384158373713,1651
2019,Hutt Valley,3.114518095,1.5842116293,49.28226089,17.47469267355,100
2019,Lakes,5.018913848,1.7878488789628264,208.3960114,48.225341901725805,2717
2019,MidCentral,4.790120006,1.6750330590143703,52.8125,23.565175606663566,1183
2019,Nelson Marlborough,5.152679066,2.0501806153416076,210.8437195,41.65036635924232,846
2019,South Canterbury,3.828637339,2.1988098796578948,11.66887665,4.985792735736842,38
2019,Southern,5.52366011,2.574161609450954,133.8537598,33.469532161305196,734
2019,Tairawhiti,4.662175554,1.9005565830683646,60.39696503,24.324187725619304,746
2019,Taranaki,4.18062088,2.1179852373122063,241.3808441,101.19180066838028,426
2019,Waikato,4.417586131,1.7089729307849206,411.1879883,89.63974507423731,1260
2019,Wairarapa,3.62345763,1.5962871061049821,31.75896454,18.00510276505338,562
2019,Waitemata,0,0,0,0,0
2019,West Coast,4.429324674,2.26208126165991,213.2424316,39.661652832806304,444
2019,Whanganui,4.882448441,1.4578485899593698,153.8271332,24.98411330167247,1206
2019,Auckland,0,0,0,0,0
2019,Northland,3.05834105,3.05834105,12,12,1
2020,Bay of Plenty,3.872093835,2.059984652210356,279.7462769,72.93136942056472,618
2020,Canterbury,5.091373184,2.167060525117514,383.75,8.114258406488133,885
2020,Capital & Coast,4.536895292,1.679507844983871,54.7702713,27.54086285998387,62
2020,Counties Manukau,0.936031184,0.936031184,5,5,1
2020,Hawke's Bay,4.740031494,1.6983461716218637,188.75,27.095415949861408,1674
2020,Hutt Valley,3.650309405,1.7223603224583333,45.47545242,18.421933360302084,96
2020,Lakes,4.898023306,1.8378222965626398,235.5138245,71.37675035586018,1788
2020,MidCentral,3.898508111,1.6380701973805387,97.81730652,23.87486992703736,1151
2020,Nelson Marlborough,5.422321536,2.0729203233402598,215.7250824,46.43766358955844,770
2020,South Canterbury,3.949077601,2.075095410974359,271.25,8.548989303589746,78
2020,Southern,5.228785222,2.5647868789365353,376.25,40.657189380504285,583
2020,Tairawhiti,4.376525818,1.8720761608203436,63.57242966,25.194686300455746,757
2020,Taranaki,5.154200548,2.142538106774,243.6612396,90.62859537746003,500
2020,Waikato,4.428966891,1.6963908084161392,271.5119629,88.97622868930459,1264
2020,Wairarapa,3.841560986,1.5713759215255474,40.25020218,18.514425184582116,548
2020,Waitemata,0,0,0,0,0
2020,West Coast,4.512318873,2.2288113146759905,211.6056671,35.24870280833334,429
2020,Whanganui,4.969512337,1.3961994813601561,156.8545837,24.16718756603594,1280
2020,Auckland,0,0,0,0,0
2020,Northland,0,0,0,0,0
