year,DHB,Temperature-Average_Annual,Temperature-Average_Autumn,Temperature-Average_Spring,Temperature-Average_Summer,Temperature-Average_Winter,Temperature-Maximum_Annual,Temperature-Maximum_Autumn,Temperature-Maximum_Spring,Temperature-Maximum_Summer,Temperature-Maximum_Winter,Temperature-Minimum_Annual,Temperature-Minimum_Autumn,Temperature-Minimum_Spring,Temperature-Minimum_Summer,Temperature-Minimum_Winter
2011,Bay of Plenty,15.6916666666666,16.6,14.5666666666666,20.7,11.4333333333333,19.8166666666666,20.7,18.9666666666666,24.5,15.8,11.575,12.5,10.1666666666666,16.9,7.1
2011,Canterbury,11.6416666666666,12.5,10.9,17.4,6.56666666666666,16.8166666666666,17.4666666666666,16.2333333333333,22.8666666666666,11.9666666666666,6.43333333333333,7.5,5.53333333333333,11.9333333333333,1.16666666666666
2011,Capital & Coast,13.0583333333333,14.2,11.9666666666666,17,9.46666666666666,15.9166666666666,17,15.0333333333333,20.1666666666666,11.9333333333333,10.1916666666666,11.3666666666666,8.93333333333333,13.8666666666666,6.96666666666666
2011,Counties Manukau,15.8416666666666,16.8666666666666,14.6,20.7,11.8666666666666,19.325,20.6,18,24.1,15.2333333333333,12.3666666666666,13.133333333333301,11.1666666666666,17.3333333333333,8.5
2011,Hawke's Bay,14.4083333333333,14.633333333333301,14.0333333333333,20.2333333333333,9.56666666666666,19.516666666666602,20.4666666666666,18.9333333333333,24.8666666666666,14.8,9.3,8.83333333333333,9.06666666666666,15.6,4.4
2011,Lakes,12.633333333333301,13.5833333333333,11.34999999999995,18.4333333333333,7.95,17.1958333333333,18.049999999999997,16.16666666666665,23.2333333333333,12.21666666666665,8.05833333333333,9.099999999999994,6.549999999999995,13.61666666666665,3.63333333333333
2011,MidCentral,12.2166666666666,12.9666666666666,11.0666666666666,18.2,7.73333333333333,16.5333333333333,17.4666666666666,15.4333333333333,22.8333333333333,11.4333333333333,7.88333333333333,8.46666666666666,6.66666666666666,13.5,4.03333333333333
2011,Nelson Marlborough,13.02916666666665,14.049999999999951,12.2,18.366666666666603,8.16666666666666,18.2833333333333,19.299999999999947,17.49999999999995,23.6833333333333,13.566666666666649,7.7416666666666645,8.766666666666666,6.86666666666666,13.0333333333333,2.71666666666666
2011,Northland,16.1333333333333,17.36666666666665,14.86666666666665,20.516666666666602,12.316666666666599,20.35416666666665,21.533333333333303,19.5,24.783333333333303,16.3833333333333,11.90416666666665,13.133333333333301,10.249999999999979,16.25,8.249999999999995
2011,South Canterbury,9.7625,10.416666666666629,9.149999999999995,15.099999999999952,4.68333333333333,15.487499999999951,15.8333333333333,15.316666666666599,20.9666666666666,10.266666666666666,4.03333333333333,4.983333333333331,2.999999999999995,9.199999999999996,-0.8999999999999966
2011,Southern,10.313888888888865,10.883333333333301,9.87222222222221,14.961111111111084,5.42222222222222,15.063888888888867,15.4333333333333,14.811111111111067,19.73888888888885,9.899999999999975,5.568055555555552,6.349999999999997,4.916666666666662,10.199999999999996,0.9388888888888884
2011,Tairawhiti,14.7666666666666,15.6,13.7666666666666,19.9666666666666,10.3333333333333,19.6916666666666,20.4,19.1333333333333,24.8666666666666,15.1,9.86666666666666,10.8666666666666,8.46666666666666,15,5.63333333333333
2011,Taranaki,14.1083333333333,15.5,12.7333333333333,18.266666666666602,10.2333333333333,17.9666666666666,19.4333333333333,16.266666666666602,22.6,13.9333333333333,10.225,11.5333333333333,9.13333333333333,14,6.5
2011,Waikato,13.5958333333333,14.24999999999995,12.55,19.3166666666666,8.799999999999994,18.9833333333333,19.96666666666665,17.71666666666665,25.14999999999995,13.883333333333301,8.17083333333333,8.5,7.366666666666665,13.4333333333333,3.68333333333333
2011,Wairarapa,12.6083333333333,13.3666666666666,11.3666666666666,18.5333333333333,8,18.3166666666666,19.1666666666666,17.3333333333333,24.6666666666666,13.1666666666666,6.90833333333333,7.53333333333333,5.43333333333333,12.4,2.86666666666666
2011,Waitemata,16.1,17.5333333333333,14.5666666666666,20.5,12.3333333333333,19.3416666666666,20.6333333333333,18.2,24.0666666666666,15.2,12.883333333333301,14.5,10.9666666666666,16.9333333333333,9.43333333333333
2011,West Coast,12.12916666666665,12.9166666666666,11.25,16.74999999999995,7.499999999999995,16.68749999999995,17.4833333333333,15.74999999999995,21.5,11.81666666666665,7.549999999999995,8.349999999999994,6.699999999999995,12.0333333333333,3.13333333333333
2011,Whanganui,11.9083333333333,12.883333333333301,10.84999999999998,17.1833333333333,7.5333333333332995,16.14166666666665,17.26666666666665,15.0333333333333,21.9833333333333,11.23333333333333,7.658333333333315,8.483333333333317,6.68333333333333,12.366666666666665,3.8166666666666647
2012,Bay of Plenty,15.075,15.8666666666666,14,18.9666666666666,11.0666666666666,19.3833333333333,20.4666666666666,18.3666666666666,22.5333333333333,15.5,10.7333333333333,11.2,9.66666666666666,15.3666666666666,6.56666666666666
2012,Canterbury,11.258333333333301,11.3,10.7333333333333,15.7666666666666,6.7,16.766666666666602,17.3,16.3666666666666,20.7333333333333,11.7333333333333,5.74166666666666,5.23333333333333,5.13333333333333,10.7666666666666,1.66666666666666
2012,Capital & Coast,12.675,13,12.0666666666666,15.7666666666666,9.5,15.575,15.8,15.1666666666666,18.7333333333333,12.1,9.79166666666666,10.2,9,12.7666666666666,6.96666666666666
2012,Counties Manukau,15.425,15.9666666666666,14.4,19.0666666666666,11.8666666666666,19.025,19.8333333333333,17.766666666666602,22.5,15.5666666666666,11.8333333333333,12.1666666666666,11.0666666666666,15.6,8.16666666666666
2012,Hawke's Bay,14.2,14.1666666666666,13.6666666666666,18.1666666666666,9.86666666666666,19.225,19.2,19.0333333333333,22.7333333333333,14.7333333333333,9.16666666666666,9.1,8.33333333333333,13.633333333333301,4.96666666666666
2012,Lakes,11.850000000000001,12.0333333333333,10.96666666666665,16.2833333333333,7.566666666666665,16.62916666666665,17.0333333333333,15.81666666666665,20.6666666666666,12.2833333333333,7.074999999999996,7.083333333333325,6.116666666666665,11.883333333333301,2.849999999999995
2012,MidCentral,11.5333333333333,11.3333333333333,10.9333333333333,15.2666666666666,7.7,16.025,15.9333333333333,15.5,19.766666666666602,11.7333333333333,7.05,6.76666666666666,6.36666666666666,10.7666666666666,3.69999999999999
2012,Nelson Marlborough,12.737499999999951,12.71666666666665,12.24999999999995,17.01666666666665,8.38333333333333,18.1125,18.49999999999995,17.766666666666602,21.74999999999995,13.36666666666665,7.341666666666665,6.899999999999995,6.716666666666665,12.24999999999995,3.3666666666666654
2012,Northland,15.54166666666665,16.29999999999995,14.383333333333301,19.01666666666665,12.26666666666665,19.72499999999995,20.1666666666666,18.66666666666665,23.09999999999995,16.516666666666602,11.34999999999995,12.44999999999995,10.083333333333314,14.95,8.016666666666666
2012,South Canterbury,9.3875,9.46666666666663,9.14999999999998,14.41666666666665,4.333333333333325,15.254166666666599,15.8666666666666,14.966666666666601,20.1,9.5833333333333,3.5166666666666653,3.06666666666666,3.3166666666666647,8.766666666666666,-0.9166666666666634
2012,Southern,10.186111111111082,10.427777777777756,9.833333333333325,15.066666666666633,5.661111111111107,15.1208333333333,15.744444444444417,14.594444444444417,20.355555555555515,10.177777777777756,5.252777777777773,5.127777777777775,5.10555555555555,9.761111111111093,1.1277777777777784
2012,Tairawhiti,14.1666666666666,14.3666666666666,13.3333333333333,18.0666666666666,10.133333333333301,18.8833333333333,18.766666666666602,18.6333333333333,22.5333333333333,14.633333333333301,9.45833333333333,9.96666666666666,8.03333333333333,13.5,5.7
2012,Taranaki,13.4916666666666,14.0666666666666,12.5333333333333,17.1333333333333,10.1666666666666,17.425,18.5666666666666,16.1666666666666,20.8,14.0666666666666,9.56666666666666,9.56666666666666,8.86666666666666,13.4666666666666,6.33333333333333
2012,Waikato,12.7666666666666,12.966666666666601,11.8666666666666,17.3833333333333,8.516666666666666,18.32499999999995,19.133333333333297,17.3,22.4666666666666,13.9333333333333,7.154166666666665,6.75,6.383333333333329,12.2666666666666,3.0333333333333297
2012,Wairarapa,12.05,12.0666666666666,11.6,15.8333333333333,8,17.65,17.7333333333333,17.4666666666666,21.4,12.9666666666666,6.45,6.33333333333333,5.76666666666666,10.2666666666666,3.06666666666666
2012,Waitemata,15.4583333333333,16.3333333333333,14.0333333333333,18.9333333333333,12.2666666666666,18.45,18.9666666666666,17.3,22.2333333333333,14.8333333333333,12.5,13.7333333333333,10.8333333333333,15.6666666666666,9.73333333333333
2012,West Coast,11.758333333333301,12.26666666666665,10.71666666666665,17,7.43333333333333,16.404166666666647,17.09999999999995,15.19999999999995,21.716666666666647,12,7.12083333333333,7.449999999999999,6.266666666666665,12.299999999999951,2.85
2012,Whanganui,11.11666666666663,11.383333333333301,10.36666666666665,14.399999999999949,7.63333333333328,15.4375,15.949999999999951,14.6666666666666,18.75,11.666666666666629,6.7999999999999945,6.8166666666666655,6.06666666666666,10.049999999999965,3.599999999999995
2013,Bay of Plenty,15.8166666666666,16.9666666666666,15.4666666666666,19.6666666666666,11.4,20.2416666666666,21.3666666666666,19.9,24.0666666666666,15.7333333333333,11.425,12.633333333333301,11.1,15.2333333333333,7.13333333333333
2013,Canterbury,12.225,12.7333333333333,11.633333333333301,17.0333333333333,7.66666666666666,17.6333333333333,18.0333333333333,17.1,22.9,12.7333333333333,6.79166666666666,7.4,6.13333333333333,11.1666666666666,2.56666666666666
2013,Capital & Coast,13.7083333333333,14.5333333333333,12.7999999999999,16.9666666666666,10.4333333333333,16.6,17.3333333333333,15.7,20.5,12.7999999999999,10.8,11.7333333333333,9.9,13.4,8.03333333333333
2013,Counties Manukau,16.0916666666666,17.2,15.4333333333333,20.0333333333333,12.0333333333333,19.825,21.0666666666666,19.0666666666666,24.0333333333333,15.3666666666666,12.3416666666666,13.3333333333333,11.7666666666666,15.9333333333333,8.73333333333333
2013,Hawke's Bay,15.008333333333301,15.5666666666666,15.0666666666666,19.4666666666666,10.3,20.141666666666602,20.8333333333333,20.0666666666666,24.6333333333333,15.3666666666666,9.91666666666666,10.3,10.133333333333301,14.2333333333333,5.33333333333333
2013,Lakes,12.86666666666665,13.8666666666666,12.5166666666666,17.216666666666647,8.15,17.9125,18.86666666666665,17.35,23.0833333333333,12.483333333333299,7.816666666666665,8.849999999999994,7.699999999999995,11.36666666666665,3.7833333333333252
2013,MidCentral,13.6916666666666,14.1666666666666,13.4333333333333,17.766666666666602,9.7,18.925,19.6333333333333,18.266666666666602,24.266666666666602,13.9333333333333,8.46666666666666,8.7,8.63333333333333,11.2333333333333,5.5
2013,Nelson Marlborough,13.5875,14.14999999999995,13.36666666666665,17.7833333333333,9.06666666666666,18.95416666666665,19.54999999999995,18.49999999999995,23.66666666666665,14.16666666666665,8.17916666666666,8.716666666666665,8.21666666666666,11.883333333333301,3.9000000000000004
2013,Northland,15.99166666666665,17.0666666666666,15.28333333333325,19.56666666666665,12.216666666666601,20.6208333333333,21.81666666666665,20.0833333333333,24.09999999999995,16.3333333333333,11.379166666666649,12.3333333333333,10.483333333333315,14.9833333333333,8.149999999999995
2013,South Canterbury,10.32083333333333,10.5833333333333,10.05,15.549999999999951,5.26666666666666,16.14166666666665,16.2333333333333,15.8666666666666,22.26666666666665,10.533333333333314,4.5125,4.949999999999999,4.199999999999995,8.81666666666666,0.050000000000000044
2013,Southern,11.015277777777733,11.294444444444416,10.7944444444444,15.205555555555517,6.833333333333329,15.859722222222183,16.127777777777734,15.766666666666634,20.81111111111108,10.927777777777766,6.180555555555554,6.455555555555551,5.833333333333329,9.599999999999994,2.7611111111111084
2013,Tairawhiti,15.025,15.7333333333333,14.8333333333333,19.0999999999999,10.5666666666666,20,20.8,19.4666666666666,24.5,15.4,10.0666666666666,10.7,10.2333333333333,13.7,5.76666666666666
2013,Taranaki,14.225,15.2666666666666,13.4333333333333,17.5333333333333,10.8666666666666,18.1333333333333,19.4666666666666,16.9666666666666,22,14.2999999999999,10.2666666666666,11.0666666666666,9.8,13.0666666666666,7.36666666666666
2013,Waikato,13.649999999999949,14.5833333333333,13.383333333333301,18.133333333333297,8.98333333333333,19.6208333333333,20.95,18.8,25.0333333333333,13.9833333333333,7.6375,8.18333333333333,7.86666666666666,11.19999999999995,3.966666666666665
2013,Wairarapa,13.375,14,12.9,18,8.83333333333333,19.3166666666666,19.8666666666666,18.4,25.266666666666602,13.9666666666666,7.46666666666666,8.1,7.39999999999999,10.7999999999999,3.76666666666666
2013,Waitemata,16.2083333333333,17.7,15.2333333333333,19.6333333333333,12.3666666666666,19.4583333333333,20.8,18.8333333333333,23.266666666666602,14.9333333333333,12.9583333333333,14.6,11.633333333333301,15.9666666666666,9.83333333333333
2013,West Coast,12.52916666666665,12.91666666666665,12.399999999999999,16.1833333333333,8.53333333333333,17.21666666666665,17.7333333333333,16.84999999999995,21.4333333333333,12.7833333333333,7.8625,8.13333333333333,7.93333333333333,10.96666666666665,4.299999999999995
2013,Whanganui,12.40833333333333,13.3666666666666,11.883333333333301,16.3333333333333,8.41666666666665,16.9583333333333,18.08333333333325,16.2833333333333,21.6333333333333,12.04999999999998,7.858333333333316,8.649999999999999,7.48333333333333,11.066666666666666,4.766666666666666
2014,Bay of Plenty,15.45,16.5,14.633333333333301,19.266666666666602,11.6,19.7583333333333,21.0666666666666,18.8,23.6666666666666,15.8333333333333,11.1666666666666,12,10.4333333333333,14.8333333333333,7.4
2014,Canterbury,11.5333333333333,12,11.0666666666666,16.5,6.83333333333333,17.025,16.8,17.3333333333333,22.0333333333333,12.2333333333333,6.01666666666666,7.19999999999999,4.8,10.9333333333333,1.36666666666666
2014,Capital & Coast,13.225,14.2,12.4666666666666,16.7,9.93333333333333,16.2333333333333,16.9666666666666,15.8333333333333,20,12.5666666666666,10.2166666666666,11.3666666666666,9.16666666666666,13.4,7.3
2014,Counties Manukau,15.6666666666666,16.8333333333333,14.5666666666666,19.3666666666666,11.9666666666666,19.3416666666666,20.8666666666666,18,23.266666666666602,15.4,11.95,12.7333333333333,11.1666666666666,15.4333333333333,8.46666666666666
2014,Hawke's Bay,14.6916666666666,15.5,14.2,19.0666666666666,10.2666666666666,19.9333333333333,20.8333333333333,19.7,24.4333333333333,15.1,9.425,10.1666666666666,8.66666666666666,13.7333333333333,5.4
2014,Lakes,12.42916666666665,13.34999999999995,11.75,16.66666666666665,8.049999999999994,17.3708333333333,18.51666666666665,16.34999999999995,22.24999999999995,12.5833333333333,7.53333333333333,8.18333333333333,7.199999999999996,11.133333333333301,3.599999999999995
2014,MidCentral,12.6083333333333,13.5666666666666,12.0333333333333,16.6,8.5,17.2083333333333,18.4666666666666,16.3,21.9333333333333,12.5,8.01666666666666,8.7,7.73333333333333,11.2,4.53333333333333
2014,Nelson Marlborough,12.987499999999951,13.63333333333325,12.61666666666665,17.51666666666665,8.43333333333333,18.3458333333333,18.84999999999995,18.26666666666665,23.09999999999995,13.633333333333301,7.637499999999995,8.433333333333325,6.98333333333333,11.9,3.249999999999995
2014,Northland,15.8541666666666,16.716666666666598,14.899999999999999,19.16666666666665,12.6833333333333,20.341666666666647,21.59999999999995,19.44999999999995,23.96666666666665,16.66666666666665,11.379166666666649,11.799999999999951,10.383333333333301,14.41666666666665,8.716666666666665
2014,South Canterbury,9.687499999999964,10.199999999999966,9.26666666666663,14.5833333333333,4.699999999999995,15.66666666666665,15.5333333333333,15.7833333333333,21.06666666666665,10.11666666666665,3.7166666666666597,4.91666666666666,2.7499999999999947,8.099999999999994,-0.716666666666667
2014,Southern,10.430555555555534,11.144444444444433,9.85555555555553,14.3944444444444,6.14444444444444,15.247222222222184,15.844444444444417,14.983333333333285,19.43888888888885,10.416666666666627,5.615277777777774,6.438888888888885,4.727777777777773,9.355555555555542,1.8777777777777762
2014,Tairawhiti,14.6583333333333,15.5333333333333,13.8666666666666,19.0333333333333,10.6666666666666,19.5416666666666,20.4666666666666,18.8333333333333,24.3666666666666,14.9666666666666,9.80833333333333,10.6666666666666,8.96666666666666,13.6666666666666,6.4
2014,Taranaki,13.633333333333301,14.8,12.633333333333301,16.8666666666666,10.3666666666666,17.6166666666666,19.1333333333333,16.2333333333333,21,14.2333333333333,9.675,10.5,9.06666666666666,12.7,6.5
2014,Waikato,13.112499999999951,14.133333333333301,12.34999999999995,17.11666666666665,8.76666666666666,18.9958333333333,20.4833333333333,17.5333333333333,23.8333333333333,14.2166666666666,7.204166666666665,7.749999999999995,7.13333333333333,10.38333333333333,3.28333333333333
2014,Wairarapa,12.6916666666666,13.633333333333301,12.0333333333333,17,8.4,18.35,19.4,17.6,23.4333333333333,13.2999999999999,6.99166666666666,7.8,6.36666666666666,10.5666666666666,3.53333333333333
2014,Waitemata,15.675,17.3333333333333,14.2333333333333,19.0333333333333,12.3,18.9166666666666,20.7333333333333,17.766666666666602,22.6666666666666,14.8,12.4166666666666,13.8666666666666,10.7,15.4,9.76666666666666
2014,West Coast,12.09999999999995,13.1833333333333,11.2,15.883333333333301,7.93333333333333,16.6958333333333,17.65,15.816666666666599,20.56666666666665,12.5833333333333,7.516666666666666,8.7,6.599999999999995,11.19999999999995,3.33333333333333
2014,Whanganui,11.899999999999965,12.883333333333301,10.949999999999966,15.49999999999995,8.099999999999966,16.42499999999995,17.383333333333297,15.39999999999995,20.6833333333333,12.13333333333333,7.36249999999998,8.399999999999999,6.483333333333331,10.266666666666666,4.05
2015,Bay of Plenty,15.2,16.1,14.3333333333333,19.6333333333333,10.6666666666666,19.475,20.2,18.7333333333333,23.766666666666602,14.8333333333333,10.95,12.0333333333333,9.86666666666666,15.5666666666666,6.6
2015,Canterbury,11.775,12.7333333333333,11.1666666666666,16.766666666666602,6.5,17.5583333333333,18.3666666666666,17.0333333333333,22.4,12.133333333333301,6,7.1,5.3,11.133333333333301,0.866666666666666
2015,Capital & Coast,13.0416666666666,14.4,11.7666666666666,16.8,9.36666666666666,16.0833333333333,17.2,14.7333333333333,20.3333333333333,12.0666666666666,10.05,11.6,8.9,13.3,6.73333333333333
2015,Counties Manukau,15.7333333333333,16.9666666666666,14.5666666666666,19.8666666666666,11.5333333333333,19.35,20.8333333333333,17.8333333333333,23.8333333333333,14.9,12.125,13.133333333333301,11.2666666666666,15.8666666666666,8.2
2015,Hawke's Bay,14.475,15.4333333333333,13.9666666666666,18.7,9.9,19.5916666666666,20.6666666666666,19,23.5333333333333,15,9.34166666666666,10.1666666666666,8.93333333333333,13.7999999999999,4.8
2015,Lakes,12.433333333333302,13.1666666666666,11.549999999999951,17.4333333333333,7.599999999999994,17.3833333333333,17.8666666666666,16.61666666666665,22.89999999999995,11.84999999999995,7.499999999999995,8.48333333333333,6.483333333333331,11.983333333333299,3.366666666666665
2015,MidCentral,12.2416666666666,13.4666666666666,11.1,17.1666666666666,7.66666666666666,16.8416666666666,18.2333333333333,15.4666666666666,22.8,11.4,7.61666666666666,8.66666666666666,6.7,11.5666666666666,3.9
2015,Nelson Marlborough,12.90416666666665,13.81666666666665,12.39999999999995,17.71666666666665,7.949999999999996,18.3416666666666,19.19999999999995,17.866666666666603,23.14999999999995,13.16666666666665,7.45833333333333,8.43333333333333,6.949999999999995,12.26666666666665,2.68333333333333
2015,Northland,15.91249999999995,17.09999999999995,14.799999999999951,19.6833333333333,12.0333333333333,20.43749999999995,21.549999999999947,19.26666666666665,24.2833333333333,16.31666666666665,11.370833333333302,12.66666666666665,10.316666666666631,15.0833333333333,7.699999999999995
2015,South Canterbury,9.799999999999965,10.39999999999998,9.783333333333315,15.2833333333333,3.849999999999995,16.03749999999995,16.34999999999995,16.19999999999995,22.04999999999995,9.5,3.58333333333333,4.5,3.38333333333333,8.48333333333333,-1.7666666666666648
2015,Southern,10.376388888888867,10.972222222222184,10.072222222222209,15.372222222222183,5.283333333333331,15.318055555555517,15.63888888888885,15.261111111111083,20.7944444444444,9.666666666666654,5.430555555555552,6.299999999999998,4.866666666666664,9.95555555555553,0.8999999999999984
2015,Tairawhiti,14.258333333333301,15.0666666666666,13.7333333333333,18.5,10.0333333333333,19.325,20.4333333333333,18.766666666666602,23.6,14.6666666666666,9.225,9.73333333333333,8.7,13.4666666666666,5.43333333333333
2015,Taranaki,13.6749999999999,14.9666666666666,12.4333333333333,17.3333333333333,9.93333333333333,17.6333333333333,18.8666666666666,16.1333333333333,21.8333333333333,13.5333333333333,9.69166666666666,11,8.73333333333333,12.9,6.3
2015,Waikato,13.20416666666665,13.91666666666665,12.5166666666666,18.09999999999995,8.466666666666665,18.887499999999953,19.700000000000003,17.716666666666598,24.61666666666665,13.4333333333333,7.48333333333333,8.13333333333333,7.233333333333331,11.5333333333333,3.4666666666666597
2015,Wairarapa,12.475,13.6,11.2333333333333,17.4,7.93333333333333,18.4833333333333,19.4666666666666,17.2,24.266666666666602,13.1666666666666,6.45833333333333,7.7,5.3,10.5,2.7
2015,Waitemata,15.9916666666666,17.5333333333333,14.4666666666666,19.8666666666666,12,19.3166666666666,20.5,18,23.766666666666602,14.7,12.7083333333333,14.6,11,16.0666666666666,9.29999999999999
2015,West Coast,12.0958333333333,13.34999999999995,11.3,17.0333333333333,7.31666666666666,16.7541666666666,17.79999999999995,15.86666666666665,22.16666666666665,11.7333333333333,7.429166666666665,8.91666666666666,6.716666666666665,11.883333333333301,2.899999999999995
